지하철역,호선명,시군구,행정동,총_승객수,년분기
동대문역사문화공원,2호선,중구,광희동,0,00
청계산입구,신분당선,서초구,내곡동,0,00
강일,5호선,강동구,강일동,0,00
강일,5호선,강동구,강일동,0,00
강일,5호선,강동구,강일동,0,00
서원,신림선,관악구,서원동,0,00
관악산(서울대),신림선,관악구,대학동,0,00
관악산(서울대),신림선,관악구,대학동,0,00
서울대벤처타운,신림선,관악구,서림동,0,00
서울대벤처타운,신림선,관악구,서림동,0,00
서원,신림선,관악구,서원동,0,00
보라매병원,신림선,동작구,신대방2동,0,00
보라매병원,신림선,동작구,신대방2동,0,00
보라매공원,신림선,동작구,신대방2동,0,00
양재시민의숲(매헌),신분당선,서초구,양재2동,0,00
서울,수도권 광역급행철도,중구,회현동,0,00
청계산입구,신분당선,서초구,내곡동,0,00
양재시민의숲(매헌),신분당선,서초구,양재2동,0,00
동대문역사문화공원,4호선,중구,광희동,0,00
동대문역사문화공원,5호선,중구,광희동,0,00
보라매공원,신림선,동작구,신대방2동,0,00
동대문역사문화공원,2호선,중구,광희동,0,00
서울지방병무청,신림선,영등포구,신길7동,0,00
서울지방병무청,신림선,영등포구,신길7동,0,00
삼성,수도권 광역급행철도,강남구,대치2동,0,00
삼성,수도권 광역급행철도,강남구,대치2동,0,00
강일,5호선,강동구,강일동,0,00
강일,5호선,강동구,강일동,0,00
동대문역사문화공원,5호선,중구,광희동,0,00
강일,5호선,강동구,강일동,0,00
암사역사공원,8호선,강동구,암사3동,0,00
암사역사공원,8호선,강동구,암사3동,0,00
동대문역사문화공원,4호선,중구,광희동,0,00
강일,5호선,강동구,강일동,0,00
서울,수도권 광역급행철도,중구,회현동,0,00
연신내,6호선,은평구,대조동,27,20191
연신내,6호선,은평구,대조동,25,20191
연신내,6호선,은평구,대조동,2155590,20191
연신내,6호선,은평구,대조동,21,20191
연신내,6호선,은평구,대조동,2489460,20191
올림픽공원(한국체대),5호선,송파구,오륜동,338173,20191
노량진,9호선,동작구,노량진1동,1570127,20191
노량진,9호선,동작구,노량진1동,656093,20191
노량진,9호선,동작구,노량진1동,1848823,20191
노량진,9호선,동작구,노량진1동,770438,20191
연신내,수도권 광역급행철도,은평구,대조동,2572965,20191
연신내,수도권 광역급행철도,은평구,대조동,2155590,20191
연신내,수도권 광역급행철도,은평구,대조동,21,20191
연신내,수도권 광역급행철도,은평구,대조동,2489460,20191
연신내,수도권 광역급행철도,은평구,대조동,27,20191
공덕,경의중앙선,마포구,도화동,163430,20191
노량진,9호선,동작구,노량진1동,785473,20191
연신내,수도권 광역급행철도,은평구,대조동,25,20191
홍대입구,공항철도1호선,마포구,서교동,5336308,20191
노량진,9호선,동작구,노량진1동,1884872,20191
가산디지털단지,7호선,금천구,가산동,894653,20191
가산디지털단지,7호선,금천구,가산동,2552178,20191
가산디지털단지,7호선,금천구,가산동,1087841,20191
홍대입구,공항철도1호선,마포구,서교동,642149,20191
홍대입구,공항철도1호선,마포구,서교동,119417,20191
홍대입구,공항철도1호선,마포구,서교동,119417,20191
홍대입구,공항철도1호선,마포구,서교동,119417,20191
홍대입구,공항철도1호선,마포구,서교동,4633442,20191
홍대입구,공항철도1호선,마포구,서교동,4633442,20191
홍대입구,공항철도1호선,마포구,서교동,4633442,20191
홍대입구,공항철도1호선,마포구,서교동,763915,20191
홍대입구,공항철도1호선,마포구,서교동,763915,20191
불광,3호선,은평구,대조동,1266358,20191
불광,3호선,은평구,대조동,338510,20191
불광,3호선,은평구,대조동,1040034,20191
불광,3호선,은평구,대조동,290284,20191
불광,3호선,은평구,대조동,1196121,20191
불광,6호선,은평구,대조동,324279,20191
불광,6호선,은평구,대조동,1196121,20191
불광,6호선,은평구,대조동,290284,20191
불광,6호선,은평구,대조동,1040034,20191
불광,6호선,은평구,대조동,338510,20191
불광,6호선,은평구,대조동,1266358,20191
연신내,6호선,은평구,대조동,2572965,20191
공덕,경의중앙선,마포구,도화동,163430,20191
홍대입구,공항철도1호선,마포구,서교동,5336308,20191
홍대입구,공항철도1호선,마포구,서교동,140830,20191
홍대입구,공항철도1호선,마포구,서교동,140830,20191
홍대입구,공항철도1호선,마포구,서교동,140830,20191
홍대입구,공항철도1호선,마포구,서교동,763915,20191
불광,3호선,은평구,대조동,324279,20191
홍대입구,공항철도1호선,마포구,서교동,5336308,20191
공덕,경의중앙선,마포구,도화동,201168,20191
디지털미디어시티,경의중앙선,은평구,수색동,709228,20191
공덕,경의중앙선,마포구,도화동,1120187,20191
가산디지털단지,경부선,금천구,가산동,2552178,20191
디지털미디어시티,경의중앙선,은평구,수색동,849403,20191
디지털미디어시티,경의중앙선,은평구,수색동,849403,20191
디지털미디어시티,경의중앙선,은평구,수색동,1,20191
디지털미디어시티,경의중앙선,은평구,수색동,1,20191
디지털미디어시티,경의중앙선,은평구,수색동,132484,20191
디지털미디어시티,경의중앙선,은평구,수색동,132484,20191
디지털미디어시티,경의중앙선,은평구,수색동,709228,20191
디지털미디어시티,경의중앙선,은평구,수색동,709228,20191
디지털미디어시티,경의중앙선,은평구,수색동,698442,20191
디지털미디어시티,경의중앙선,은평구,수색동,698442,20191
디지털미디어시티,경의중앙선,은평구,수색동,102560,20191
디지털미디어시티,경의중앙선,은평구,수색동,102560,20191
디지털미디어시티,경의중앙선,은평구,수색동,3,20191
가산디지털단지,경부선,금천구,가산동,894653,20191
디지털미디어시티,경의중앙선,은평구,수색동,3,20191
디지털미디어시티,경의중앙선,은평구,수색동,598756,20191
디지털미디어시티,경의중앙선,은평구,수색동,842515,20191
디지털미디어시티,경의중앙선,은평구,수색동,842515,20191
디지털미디어시티,경의중앙선,은평구,수색동,116536,20191
디지털미디어시티,경의중앙선,은평구,수색동,116536,20191
디지털미디어시티,경의중앙선,은평구,수색동,729213,20191
디지털미디어시티,경의중앙선,은평구,수색동,729213,20191
가산디지털단지,경부선,금천구,가산동,1087841,20191
김포공항,공항철도1호선,강서구,방화2동,529855,20191
김포공항,공항철도1호선,강서구,방화2동,529855,20191
김포공항,공항철도1호선,강서구,방화2동,529855,20191
김포공항,공항철도1호선,강서구,방화2동,529855,20191
김포공항,공항철도1호선,강서구,방화2동,10,20191
김포공항,공항철도1호선,강서구,방화2동,10,20191
디지털미디어시티,경의중앙선,은평구,수색동,598756,20191
가산디지털단지,경부선,금천구,가산동,1067489,20191
가산디지털단지,경부선,금천구,가산동,2435665,20191
공덕,경의중앙선,마포구,도화동,887137,20191
공덕,경의중앙선,마포구,도화동,1120187,20191
공덕,경의중앙선,마포구,도화동,879699,20191
공덕,경의중앙선,마포구,도화동,879699,20191
디지털미디어시티,경의중앙선,은평구,수색동,849403,20191
디지털미디어시티,경의중앙선,은평구,수색동,1,20191
디지털미디어시티,경의중앙선,은평구,수색동,132484,20191
가산디지털단지,7호선,금천구,가산동,2078008,20191
디지털미디어시티,경의중앙선,은평구,수색동,698442,20191
디지털미디어시티,경의중앙선,은평구,수색동,102560,20191
디지털미디어시티,경의중앙선,은평구,수색동,3,20191
디지털미디어시티,경의중앙선,은평구,수색동,598756,20191
디지털미디어시티,경의중앙선,은평구,수색동,842515,20191
디지털미디어시티,경의중앙선,은평구,수색동,116536,20191
디지털미디어시티,경의중앙선,은평구,수색동,729213,20191
공덕,경의중앙선,마포구,도화동,144107,20191
공덕,경의중앙선,마포구,도화동,144107,20191
공덕,경의중앙선,마포구,도화동,174089,20191
공덕,경의중앙선,마포구,도화동,887137,20191
공덕,경의중앙선,마포구,도화동,1129401,20191
공덕,경의중앙선,마포구,도화동,1129401,20191
공덕,경의중앙선,마포구,도화동,205611,20191
공덕,경의중앙선,마포구,도화동,205611,20191
공덕,경의중앙선,마포구,도화동,166510,20191
공덕,경의중앙선,마포구,도화동,201168,20191
공덕,경의중앙선,마포구,도화동,166510,20191
공덕,경의중앙선,마포구,도화동,723919,20191
공덕,경의중앙선,마포구,도화동,930944,20191
공덕,경의중앙선,마포구,도화동,930944,20191
공덕,경의중앙선,마포구,도화동,1,20191
공덕,경의중앙선,마포구,도화동,1,20191
공덕,경의중앙선,마포구,도화동,174089,20191
공덕,경의중앙선,마포구,도화동,723919,20191
가산디지털단지,7호선,금천구,가산동,1067489,20191
삼각지,6호선,용산구,한강로동,311649,20191
이촌(국립중앙박물관),경원선,용산구,한강로동,604134,20191
김포공항,김포골드라인,강서구,방화2동,529855,20191
김포공항,김포골드라인,강서구,방화2동,529855,20191
김포공항,김포골드라인,강서구,방화2동,529855,20191
김포공항,김포골드라인,강서구,방화2동,10,20191
김포공항,김포골드라인,강서구,방화2동,10,20191
김포공항,김포골드라인,강서구,방화2동,10,20191
김포공항,김포골드라인,강서구,방화2동,10,20191
김포공항,김포골드라인,강서구,방화2동,652467,20191
김포공항,김포골드라인,강서구,방화2동,652467,20191
김포공항,김포골드라인,강서구,방화2동,652467,20191
김포공항,김포골드라인,강서구,방화2동,652467,20191
김포공항,김포골드라인,강서구,방화2동,461701,20191
김포공항,김포골드라인,강서구,방화2동,461701,20191
김포공항,김포골드라인,강서구,방화2동,461701,20191
김포공항,김포골드라인,강서구,방화2동,529855,20191
김포공항,김포골드라인,강서구,방화2동,461701,20191
김포공항,김포골드라인,강서구,방화2동,483297,20191
김포공항,김포골드라인,강서구,방화2동,483297,20191
김포공항,김포골드라인,강서구,방화2동,483297,20191
김포공항,김포골드라인,강서구,방화2동,4,20191
김포공항,김포골드라인,강서구,방화2동,4,20191
김포공항,김포골드라인,강서구,방화2동,4,20191
김포공항,김포골드라인,강서구,방화2동,4,20191
김포공항,김포골드라인,강서구,방화2동,600554,20191
김포공항,김포골드라인,강서구,방화2동,600554,20191
김포공항,김포골드라인,강서구,방화2동,600554,20191
김포공항,김포골드라인,강서구,방화2동,600554,20191
김포공항,김포골드라인,강서구,방화2동,420221,20191
김포공항,김포골드라인,강서구,방화2동,420221,20191
김포공항,김포골드라인,강서구,방화2동,420221,20191
김포공항,김포골드라인,강서구,방화2동,483297,20191
합정,2호선,마포구,합정동,2147833,20191
합정,2호선,마포구,합정동,902690,20191
효창공원앞,6호선,용산구,용문동,160845,20191
서울역,공항철도1호선,용산구,남영동,254829,20191
서울역,공항철도1호선,용산구,남영동,777867,20191
서울역,공항철도1호선,용산구,남영동,3012616,20191
서울역,공항철도1호선,용산구,남영동,967233,20191
서울역,공항철도1호선,용산구,남영동,225442,20191
서울역,공항철도1호선,용산구,남영동,208032,20191
서울역,공항철도1호선,용산구,남영동,17,20191
서울역,공항철도1호선,용산구,남영동,679261,20191
서울역,공항철도1호선,용산구,남영동,3349860,20191
서울역,공항철도1호선,용산구,남영동,1097260,20191
서울역,공항철도1호선,용산구,남영동,220140,20191
서울역,공항철도1호선,용산구,남영동,242675,20191
서울역,공항철도1호선,용산구,남영동,11,20191
서울역,공항철도1호선,용산구,남영동,724325,20191
신촌,2호선,서대문구,신촌동,56443,20191
신촌,2호선,서대문구,신촌동,2907596,20191
신촌,2호선,서대문구,신촌동,49053,20191
효창공원앞,6호선,용산구,용문동,414990,20191
효창공원앞,6호선,용산구,용문동,136461,20191
효창공원앞,6호선,용산구,용문동,352515,20191
효창공원앞,6호선,용산구,용문동,178602,20191
효창공원앞,6호선,용산구,용문동,458254,20191
효창공원앞,경의중앙선,용산구,용문동,160845,20191
김포공항,김포골드라인,강서구,방화2동,420221,20191
효창공원앞,경의중앙선,용산구,용문동,414990,20191
효창공원앞,경의중앙선,용산구,용문동,352515,20191
효창공원앞,경의중앙선,용산구,용문동,178602,20191
효창공원앞,경의중앙선,용산구,용문동,458254,20191
신촌,2호선,서대문구,신촌동,3145268,20191
신촌,2호선,서대문구,신촌동,68687,20191
신촌,2호선,서대문구,신촌동,2504508,20191
효창공원앞,경의중앙선,용산구,용문동,136461,20191
김포공항,김포골드라인,강서구,방화2동,538463,20191
김포공항,김포골드라인,강서구,방화2동,538463,20191
김포공항,김포골드라인,강서구,방화2동,538463,20191
홍대입구,공항철도1호선,마포구,서교동,706492,20191
이촌(국립중앙박물관),4호선,용산구,한강로동,570293,20191
이촌(국립중앙박물관),4호선,용산구,한강로동,243028,20191
이촌(국립중앙박물관),4호선,용산구,한강로동,530920,20191
이촌(국립중앙박물관),4호선,용산구,한강로동,200120,20191
이촌(국립중앙박물관),4호선,용산구,한강로동,604134,20191
이촌(국립중앙박물관),4호선,용산구,한강로동,232115,20191
홍대입구,공항철도1호선,마포구,서교동,706492,20191
홍대입구,공항철도1호선,마포구,서교동,706492,20191
홍대입구,공항철도1호선,마포구,서교동,128902,20191
홍대입구,공항철도1호선,마포구,서교동,128902,20191
홍대입구,공항철도1호선,마포구,서교동,128902,20191
홍대입구,공항철도1호선,마포구,서교동,2,20191
홍대입구,공항철도1호선,마포구,서교동,2,20191
홍대입구,공항철도1호선,마포구,서교동,2,20191
홍대입구,공항철도1호선,마포구,서교동,5085816,20191
홍대입구,공항철도1호선,마포구,서교동,5085816,20191
이촌(국립중앙박물관),경원선,용산구,한강로동,200120,20191
이촌(국립중앙박물관),경원선,용산구,한강로동,530920,20191
이촌(국립중앙박물관),경원선,용산구,한강로동,243028,20191
이촌(국립중앙박물관),경원선,용산구,한강로동,570293,20191
가산디지털단지,7호선,금천구,가산동,2435665,20191
홍대입구,공항철도1호선,마포구,서교동,642149,20191
삼각지,4호선,용산구,한강로동,369107,20191
삼각지,6호선,용산구,한강로동,369107,20191
김포공항,공항철도1호선,강서구,방화2동,10,20191
삼각지,6호선,용산구,한강로동,274675,20191
삼각지,6호선,용산구,한강로동,395550,20191
삼각지,6호선,용산구,한강로동,331644,20191
홍대입구,공항철도1호선,마포구,서교동,642149,20191
홍대입구,공항철도1호선,마포구,서교동,5085816,20191
삼각지,6호선,용산구,한강로동,329151,20191
이촌(국립중앙박물관),경원선,용산구,한강로동,232115,20191
삼각지,4호선,용산구,한강로동,329151,20191
삼각지,4호선,용산구,한강로동,274675,20191
김포공항,김포골드라인,강서구,방화2동,538463,20191
김포공항,김포골드라인,강서구,방화2동,15,20191
김포공항,김포골드라인,강서구,방화2동,15,20191
김포공항,김포골드라인,강서구,방화2동,15,20191
김포공항,김포골드라인,강서구,방화2동,15,20191
김포공항,김포골드라인,강서구,방화2동,662493,20191
김포공항,김포골드라인,강서구,방화2동,662493,20191
김포공항,김포골드라인,강서구,방화2동,662493,20191
김포공항,김포골드라인,강서구,방화2동,662493,20191
김포공항,김포골드라인,강서구,방화2동,466498,20191
김포공항,김포골드라인,강서구,방화2동,466498,20191
김포공항,김포골드라인,강서구,방화2동,466498,20191
김포공항,김포골드라인,강서구,방화2동,466498,20191
합정,2호선,마포구,합정동,779933,20191
합정,2호선,마포구,합정동,1831917,20191
합정,2호선,마포구,합정동,937785,20191
합정,2호선,마포구,합정동,2175793,20191
삼각지,4호선,용산구,한강로동,395550,20191
삼각지,4호선,용산구,한강로동,331644,20191
합정,6호선,마포구,합정동,2175793,20191
합정,6호선,마포구,합정동,937785,20191
합정,6호선,마포구,합정동,1831917,20191
합정,6호선,마포구,합정동,779933,20191
삼각지,4호선,용산구,한강로동,311649,20191
합정,6호선,마포구,합정동,2147833,20191
신도림,2호선,구로구,신도림동,234254,20191
신도림,2호선,구로구,신도림동,3602881,20191
신도림,2호선,구로구,신도림동,198025,20191
신도림,2호선,구로구,신도림동,3055338,20191
신도림,2호선,구로구,신도림동,249055,20191
신도림,2호선,구로구,신도림동,3715709,20191
합정,6호선,마포구,합정동,902690,20191
김포공항,공항철도1호선,강서구,방화2동,10,20191
김포공항,공항철도1호선,강서구,방화2동,4,20191
김포공항,공항철도1호선,강서구,방화2동,652467,20191
동대문역사문화공원,4호선,중구,광희동,1018046,20191
동대문역사문화공원,4호선,중구,광희동,1127067,20191
동대문역사문화공원,4호선,중구,광희동,1127067,20191
동대문역사문화공원,4호선,중구,광희동,150087,20191
동대문역사문화공원,4호선,중구,광희동,150087,20191
동대문역사문화공원,4호선,중구,광희동,1132794,20191
동대문역사문화공원,4호선,중구,광희동,1132794,20191
동대문역사문화공원,4호선,중구,광희동,1270996,20191
동대문역사문화공원,4호선,중구,광희동,1270996,20191
동대문역사문화공원,4호선,중구,광희동,186781,20191
동대문역사문화공원,4호선,중구,광희동,186781,20191
동대문역사문화공원,5호선,중구,광희동,1299855,20191
동대문역사문화공원,5호선,중구,광희동,1299855,20191
동대문역사문화공원,5호선,중구,광희동,1390109,20191
동대문역사문화공원,5호선,중구,광희동,1390109,20191
동대문역사문화공원,5호선,중구,광희동,186244,20191
동대문역사문화공원,5호선,중구,광희동,186244,20191
동대문역사문화공원,5호선,중구,광희동,1018046,20191
동대문역사문화공원,5호선,중구,광희동,1018046,20191
동대문역사문화공원,5호선,중구,광희동,1127067,20191
동대문역사문화공원,5호선,중구,광희동,1127067,20191
동대문역사문화공원,5호선,중구,광희동,150087,20191
동대문역사문화공원,5호선,중구,광희동,150087,20191
동대문역사문화공원,5호선,중구,광희동,1132794,20191
동대문역사문화공원,5호선,중구,광희동,1132794,20191
동대문역사문화공원,5호선,중구,광희동,1270996,20191
동대문역사문화공원,5호선,중구,광희동,1270996,20191
동대문역사문화공원,5호선,중구,광희동,186781,20191
동대문역사문화공원,5호선,중구,광희동,186781,20191
동대문역사문화공원,4호선,중구,광희동,1018046,20191
동대문역사문화공원,4호선,중구,광희동,186244,20191
동대문역사문화공원,4호선,중구,광희동,186244,20191
동대문역사문화공원,4호선,중구,광희동,1390109,20191
종로3가,3호선,종로구,종로1·2·3·4가동,1033694,20191
종로3가,3호선,종로구,종로1·2·3·4가동,1033694,20191
종로3가,3호선,종로구,종로1·2·3·4가동,1808073,20191
종로3가,3호선,종로구,종로1·2·3·4가동,1808073,20191
종로3가,3호선,종로구,종로1·2·3·4가동,690206,20191
종로3가,3호선,종로구,종로1·2·3·4가동,690206,20191
종로3가,3호선,종로구,종로1·2·3·4가동,943193,20191
종로3가,3호선,종로구,종로1·2·3·4가동,943193,20191
종로3가,3호선,종로구,종로1·2·3·4가동,2127055,20191
종로3가,3호선,종로구,종로1·2·3·4가동,2127055,20191
종로3가,3호선,종로구,종로1·2·3·4가동,812891,20191
종로3가,3호선,종로구,종로1·2·3·4가동,812891,20191
종로3가,3호선,종로구,종로1·2·3·4가동,1101880,20191
종로3가,3호선,종로구,종로1·2·3·4가동,1101880,20191
도봉산,7호선,도봉구,도봉2동,663217,20191
홍대입구,경의중앙선,마포구,서교동,140830,20191
홍대입구,경의중앙선,마포구,서교동,140830,20191
홍대입구,경의중앙선,마포구,서교동,5336308,20191
홍대입구,경의중앙선,마포구,서교동,5336308,20191
홍대입구,경의중앙선,마포구,서교동,5336308,20191
홍대입구,경의중앙선,마포구,서교동,5336308,20191
태릉입구,7호선,노원구,공릉1동,394843,20191
태릉입구,7호선,노원구,공릉1동,580328,20191
태릉입구,7호선,노원구,공릉1동,300636,20191
태릉입구,7호선,노원구,공릉1동,423810,20191
태릉입구,7호선,노원구,공릉1동,351449,20191
태릉입구,7호선,노원구,공릉1동,488259,20191
동대문역사문화공원,4호선,중구,광희동,1299855,20191
동대문역사문화공원,4호선,중구,광희동,1299855,20191
동대문역사문화공원,4호선,중구,광희동,1390109,20191
홍대입구,경의중앙선,마포구,서교동,140830,20191
종로3가,3호선,종로구,종로1·2·3·4가동,780845,20191
도봉산,7호선,도봉구,도봉2동,470264,20191
동대문역사문화공원,2호선,중구,광희동,1299855,20191
김포공항,5호선,강서구,방화2동,483297,20191
김포공항,5호선,강서구,방화2동,483297,20191
김포공항,5호선,강서구,방화2동,483297,20191
김포공항,5호선,강서구,방화2동,483297,20191
김포공항,5호선,강서구,방화2동,4,20191
김포공항,5호선,강서구,방화2동,4,20191
김포공항,5호선,강서구,방화2동,4,20191
김포공항,5호선,강서구,방화2동,4,20191
김포공항,5호선,강서구,방화2동,600554,20191
김포공항,5호선,강서구,방화2동,600554,20191
김포공항,5호선,강서구,방화2동,600554,20191
김포공항,5호선,강서구,방화2동,600554,20191
김포공항,5호선,강서구,방화2동,420221,20191
김포공항,5호선,강서구,방화2동,420221,20191
김포공항,5호선,강서구,방화2동,420221,20191
김포공항,5호선,강서구,방화2동,420221,20191
김포공항,5호선,강서구,방화2동,538463,20191
김포공항,5호선,강서구,방화2동,538463,20191
김포공항,5호선,강서구,방화2동,538463,20191
김포공항,5호선,강서구,방화2동,538463,20191
김포공항,5호선,강서구,방화2동,15,20191
김포공항,5호선,강서구,방화2동,15,20191
김포공항,5호선,강서구,방화2동,15,20191
김포공항,5호선,강서구,방화2동,15,20191
김포공항,5호선,강서구,방화2동,662493,20191
김포공항,5호선,강서구,방화2동,662493,20191
김포공항,5호선,강서구,방화2동,662493,20191
김포공항,5호선,강서구,방화2동,662493,20191
김포공항,5호선,강서구,방화2동,466498,20191
김포공항,5호선,강서구,방화2동,461701,20191
김포공항,5호선,강서구,방화2동,461701,20191
김포공항,5호선,강서구,방화2동,461701,20191
김포공항,5호선,강서구,방화2동,461701,20191
동대문역사문화공원,2호선,중구,광희동,1299855,20191
동대문역사문화공원,2호선,중구,광희동,1390109,20191
동대문역사문화공원,2호선,중구,광희동,1390109,20191
동대문역사문화공원,2호선,중구,광희동,186244,20191
동대문역사문화공원,2호선,중구,광희동,186244,20191
동대문역사문화공원,2호선,중구,광희동,1018046,20191
동대문역사문화공원,2호선,중구,광희동,1018046,20191
동대문역사문화공원,2호선,중구,광희동,1127067,20191
동대문역사문화공원,2호선,중구,광희동,1127067,20191
동대문역사문화공원,2호선,중구,광희동,150087,20191
동대문역사문화공원,2호선,중구,광희동,150087,20191
동대문역사문화공원,2호선,중구,광희동,1132794,20191
동대문역사문화공원,2호선,중구,광희동,1132794,20191
동대문역사문화공원,2호선,중구,광희동,1270996,20191
도봉산,7호선,도봉구,도봉2동,512467,20191
동대문역사문화공원,2호선,중구,광희동,1270996,20191
동대문역사문화공원,2호선,중구,광희동,186781,20191
사당,2호선,동작구,사당1동,2898547,20191
김포공항,5호선,강서구,방화2동,529855,20191
김포공항,5호선,강서구,방화2동,529855,20191
김포공항,5호선,강서구,방화2동,529855,20191
김포공항,5호선,강서구,방화2동,529855,20191
김포공항,5호선,강서구,방화2동,10,20191
김포공항,5호선,강서구,방화2동,10,20191
김포공항,5호선,강서구,방화2동,10,20191
김포공항,5호선,강서구,방화2동,10,20191
김포공항,5호선,강서구,방화2동,652467,20191
김포공항,5호선,강서구,방화2동,652467,20191
김포공항,5호선,강서구,방화2동,652467,20191
김포공항,5호선,강서구,방화2동,652467,20191
동대문역사문화공원,2호선,중구,광희동,186781,20191
김포공항,공항철도1호선,강서구,방화2동,652467,20191
종로3가,3호선,종로구,종로1·2·3·4가동,780845,20191
종로3가,3호선,종로구,종로1·2·3·4가동,2088886,20191
김포공항,공항철도1호선,강서구,방화2동,466498,20191
김포공항,공항철도1호선,강서구,방화2동,466498,20191
김포공항,공항철도1호선,강서구,방화2동,466498,20191
김포공항,공항철도1호선,강서구,방화2동,466498,20191
디지털미디어시티,6호선,마포구,상암동,849403,20191
디지털미디어시티,6호선,마포구,상암동,1,20191
디지털미디어시티,6호선,마포구,상암동,132484,20191
디지털미디어시티,6호선,마포구,상암동,709228,20191
종로3가,5호선,종로구,종로1·2·3·4가동,2088886,20191
종로3가,5호선,종로구,종로1·2·3·4가동,2088886,20191
종로3가,5호선,종로구,종로1·2·3·4가동,780845,20191
종로3가,5호선,종로구,종로1·2·3·4가동,780845,20191
종로3가,5호선,종로구,종로1·2·3·4가동,1033694,20191
종로3가,5호선,종로구,종로1·2·3·4가동,1033694,20191
종로3가,5호선,종로구,종로1·2·3·4가동,1808073,20191
종로3가,5호선,종로구,종로1·2·3·4가동,1808073,20191
종로3가,5호선,종로구,종로1·2·3·4가동,690206,20191
종로3가,5호선,종로구,종로1·2·3·4가동,690206,20191
종로3가,5호선,종로구,종로1·2·3·4가동,943193,20191
종로3가,5호선,종로구,종로1·2·3·4가동,943193,20191
종로3가,5호선,종로구,종로1·2·3·4가동,2127055,20191
종로3가,5호선,종로구,종로1·2·3·4가동,2127055,20191
종로3가,5호선,종로구,종로1·2·3·4가동,812891,20191
종로3가,5호선,종로구,종로1·2·3·4가동,812891,20191
종로3가,5호선,종로구,종로1·2·3·4가동,1101880,20191
종로3가,5호선,종로구,종로1·2·3·4가동,1101880,20191
태릉입구,6호선,노원구,공릉1동,394843,20191
태릉입구,6호선,노원구,공릉1동,580328,20191
태릉입구,6호선,노원구,공릉1동,300636,20191
김포공항,공항철도1호선,강서구,방화2동,662493,20191
김포공항,공항철도1호선,강서구,방화2동,662493,20191
김포공항,공항철도1호선,강서구,방화2동,662493,20191
김포공항,공항철도1호선,강서구,방화2동,662493,20191
김포공항,공항철도1호선,강서구,방화2동,652467,20191
김포공항,공항철도1호선,강서구,방화2동,652467,20191
김포공항,공항철도1호선,강서구,방화2동,461701,20191
김포공항,공항철도1호선,강서구,방화2동,461701,20191
김포공항,공항철도1호선,강서구,방화2동,461701,20191
김포공항,공항철도1호선,강서구,방화2동,461701,20191
김포공항,공항철도1호선,강서구,방화2동,483297,20191
김포공항,공항철도1호선,강서구,방화2동,483297,20191
김포공항,공항철도1호선,강서구,방화2동,483297,20191
김포공항,공항철도1호선,강서구,방화2동,483297,20191
서울역,공항철도1호선,용산구,남영동,34,20191
김포공항,공항철도1호선,강서구,방화2동,4,20191
김포공항,공항철도1호선,강서구,방화2동,4,20191
김포공항,공항철도1호선,강서구,방화2동,4,20191
태릉입구,6호선,노원구,공릉1동,423810,20191
김포공항,공항철도1호선,강서구,방화2동,600554,20191
김포공항,공항철도1호선,강서구,방화2동,600554,20191
김포공항,공항철도1호선,강서구,방화2동,600554,20191
김포공항,공항철도1호선,강서구,방화2동,420221,20191
김포공항,공항철도1호선,강서구,방화2동,420221,20191
김포공항,공항철도1호선,강서구,방화2동,420221,20191
김포공항,공항철도1호선,강서구,방화2동,420221,20191
김포공항,공항철도1호선,강서구,방화2동,538463,20191
김포공항,공항철도1호선,강서구,방화2동,538463,20191
김포공항,공항철도1호선,강서구,방화2동,538463,20191
김포공항,공항철도1호선,강서구,방화2동,538463,20191
김포공항,공항철도1호선,강서구,방화2동,15,20191
김포공항,공항철도1호선,강서구,방화2동,15,20191
김포공항,공항철도1호선,강서구,방화2동,15,20191
김포공항,공항철도1호선,강서구,방화2동,15,20191
김포공항,공항철도1호선,강서구,방화2동,600554,20191
종로3가,3호선,종로구,종로1·2·3·4가동,2088886,20191
태릉입구,6호선,노원구,공릉1동,351449,20191
디지털미디어시티,6호선,마포구,상암동,698442,20191
노량진,경부선,동작구,노량진1동,656093,20191
노량진,경부선,동작구,노량진1동,1848823,20191
노량진,경부선,동작구,노량진1동,770438,20191
홍대입구,경의중앙선,마포구,서교동,128902,20191
홍대입구,경의중앙선,마포구,서교동,2,20191
홍대입구,경의중앙선,마포구,서교동,2,20191
홍대입구,경의중앙선,마포구,서교동,2,20191
홍대입구,경의중앙선,마포구,서교동,2,20191
홍대입구,경의중앙선,마포구,서교동,5085816,20191
홍대입구,경의중앙선,마포구,서교동,5085816,20191
홍대입구,경의중앙선,마포구,서교동,5085816,20191
홍대입구,경의중앙선,마포구,서교동,5085816,20191
홍대입구,경의중앙선,마포구,서교동,642149,20191
홍대입구,경의중앙선,마포구,서교동,642149,20191
홍대입구,경의중앙선,마포구,서교동,642149,20191
홍대입구,경의중앙선,마포구,서교동,642149,20191
홍대입구,경의중앙선,마포구,서교동,119417,20191
홍대입구,경의중앙선,마포구,서교동,119417,20191
홍대입구,경의중앙선,마포구,서교동,119417,20191
홍대입구,경의중앙선,마포구,서교동,119417,20191
홍대입구,경의중앙선,마포구,서교동,4633442,20191
홍대입구,경의중앙선,마포구,서교동,4633442,20191
홍대입구,경의중앙선,마포구,서교동,4633442,20191
홍대입구,경의중앙선,마포구,서교동,4633442,20191
홍대입구,경의중앙선,마포구,서교동,763915,20191
